,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,taoudenni,ML,22.6783,-3.9836,110.84,11,46,1.12,scattered clouds
360,dickinson,US,29.4608,-95.0513,95.07,65,40,4.0,scattered clouds
361,roald,NO,62.5833,6.1333,67.12,82,0,5.75,clear sky
362,leninskoye,KZ,41.7589,69.3864,82.18,25,0,6.08,clear sky
363,derzhavinsk,KZ,51.1,66.3167,65.62,57,83,7.11,broken clouds
364,verkhnyaya toyma,RU,62.2349,44.9985,62.38,85,86,5.39,overcast clouds
365,hengshui,CN,37.7322,115.7011,72.84,95,14,4.32,light rain
366,sal rei,CV,16.1833,-22.9167,82.6,65,75,16.11,broken clouds
367,bereznik,RU,62.8551,42.7072,63.61,87,95,6.35,light rain
368,altay,CN,47.8667,88.1167,61.12,51,51,3.71,broken clouds
369,vanimo,PG,-2.6741,141.3028,76.23,91,66,5.01,broken clouds
370,las cruces,US,32.3123,-106.7783,86.99,44,40,1.01,scattered clouds
371,tiksi,RU,71.6872,128.8694,57.51,64,73,7.61,broken clouds
372,sakakah,SA,29.9697,40.2064,101.77,15,0,10.8,clear sky
373,thompson,CA,55.7435,-97.8558,66.36,77,75,6.91,broken clouds
374,roseburg,US,43.2165,-123.3417,77.49,50,1,0.0,clear sky
375,cornatelu,RO,44.75,25.6667,82.87,39,23,5.26,few clouds
376,mehamn,NO,71.0357,27.8492,62.55,82,75,9.22,light intensity shower rain
377,codajas,BR,-3.8367,-62.0569,95.13,35,34,3.24,scattered clouds
378,stawell,AU,-37.05,142.7667,53.08,42,80,12.41,broken clouds
379,padang,ID,-0.9492,100.3543,76.73,86,100,3.67,overcast clouds
380,eucaliptus,BO,-17.5833,-67.5167,60.49,31,18,12.66,few clouds
381,kwekwe,ZW,-18.9281,29.8149,58.73,67,7,15.41,clear sky
382,causapscal,CA,48.3542,-67.227,78.98,81,97,4.32,overcast clouds
383,piuma,BR,-20.8378,-40.7219,75.47,65,18,12.15,few clouds
384,kahului,US,20.8947,-156.47,76.26,93,75,10.36,broken clouds
385,yulara,AU,-25.2406,130.9889,48.04,37,90,4.61,overcast clouds
386,shakawe,BW,-18.3667,21.85,68.02,15,0,4.92,clear sky
387,dhangadhi,NP,28.7079,80.5961,80.89,83,86,2.98,overcast clouds
388,dingle,PH,10.9995,122.6711,73.85,88,79,1.83,broken clouds
389,gorele,TR,41.0308,39.0031,72.84,86,95,7.27,light rain
390,mariara,VE,10.2964,-67.7181,82.27,66,48,3.78,scattered clouds
391,kampot,KH,10.6167,104.1833,84.25,87,83,6.04,broken clouds
392,fare,PF,-16.7,-151.0167,78.35,76,15,14.58,light rain
393,yabrud,SY,33.9674,36.6574,78.46,54,29,6.06,scattered clouds
394,dapdapan,PH,11.4943,122.6314,73.99,92,83,3.47,broken clouds
395,smolenka,RU,52.1352,113.4974,60.87,100,100,0.0,overcast clouds
396,mafinga,TZ,-7.25,35.0667,75.83,40,2,9.62,clear sky
397,pionerskiy,RU,54.9508,20.2275,64.24,80,89,9.22,overcast clouds
398,ornskoldsvik,SE,63.2909,18.7153,66.02,88,0,8.05,clear sky
399,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,39.79,100,0,8.95,clear sky
400,provideniya,RU,64.3833,-173.3,46.51,68,63,3.74,broken clouds
401,rocha,UY,-34.4833,-54.3333,49.59,75,92,11.79,overcast clouds
402,eyl,SO,7.9803,49.8164,76.62,79,94,24.85,overcast clouds
403,malpe,IN,13.35,74.7167,78.1,87,82,6.04,broken clouds
404,serebryansk,KZ,49.6925,83.2892,60.35,75,98,2.42,overcast clouds
405,touros,BR,-5.1989,-35.4608,81.5,66,31,17.31,scattered clouds
406,mount isa,AU,-20.7333,139.5,49.77,53,5,0.0,clear sky
407,ouesso,CG,1.6136,16.0517,80.13,56,41,1.34,scattered clouds
408,marrakesh,MA,31.6315,-8.0083,89.67,35,0,5.75,clear sky
409,helong,CN,42.5397,128.9972,62.38,99,100,1.54,overcast clouds
410,katherine,AU,-14.4667,132.2667,71.92,60,71,3.44,broken clouds
411,broken hill,AU,-31.95,141.4333,62.31,22,0,14.97,clear sky
412,pingzhuang,CN,42.0372,119.2889,62.85,83,97,6.98,overcast clouds
413,alamogordo,US,32.8995,-105.9603,85.96,50,40,0.0,scattered clouds
414,rock sound,BS,24.9,-76.2,83.66,71,10,13.8,clear sky
415,kibala,TD,9.1104,18.3463,84.15,74,20,4.61,moderate rain
416,mackenzie,CA,55.2999,-123.1698,57.42,58,90,6.91,overcast clouds
417,gboko,NG,7.3179,8.9951,74.86,91,97,6.13,light rain
418,gao,ML,16.6362,1.637,94.53,36,68,3.49,broken clouds
419,vostok,RU,46.4856,135.8833,46.33,85,84,4.03,broken clouds
420,tessalit,ML,20.1986,1.0114,99.0,22,57,17.58,broken clouds
421,kologriv,RU,58.8275,44.3178,72.66,65,82,7.49,broken clouds
422,lubao,PH,14.9167,120.55,82.42,89,100,1.95,moderate rain
423,dabola,GN,10.75,-11.1167,79.66,89,80,2.57,light rain
424,glenwood springs,US,39.5505,-107.3248,83.14,29,1,3.44,clear sky
425,pisco,PE,-13.7,-76.2167,65.01,72,0,12.66,clear sky
426,kyabe,TD,9.4515,18.9449,74.34,93,60,2.91,light rain
427,xining,CN,36.6167,101.7667,60.98,64,100,2.39,overcast clouds
428,turayf,SA,31.6725,38.6637,89.85,25,0,6.91,clear sky
429,segou,ML,13.4317,-6.2157,80.94,74,100,10.25,overcast clouds
430,oksfjord,NO,70.2396,22.3479,68.92,83,97,1.52,overcast clouds
431,saint-joseph,RE,-21.3667,55.6167,71.98,85,56,6.38,broken clouds
432,half moon bay,US,37.4636,-122.4286,79.97,75,75,1.01,broken clouds
433,turmero,VE,10.2239,-67.4729,80.83,67,35,4.9,scattered clouds
434,lucea,JM,18.451,-78.1736,88.86,64,19,16.8,few clouds
435,camopi,GF,3.1655,-52.3158,81.66,80,61,3.0,broken clouds
436,bathsheba,BB,13.2167,-59.5167,84.81,79,75,11.5,broken clouds
437,ukiah,US,39.1502,-123.2078,96.03,16,0,3.36,clear sky
438,las margaritas,MX,16.3167,-91.9833,76.46,40,50,9.55,scattered clouds
439,haapiti,PF,-17.5667,-149.8667,74.93,75,15,16.13,light rain
440,mweka,CD,-4.85,21.5667,83.34,36,91,2.86,overcast clouds
441,ihosy,MG,-22.4,46.1167,60.24,80,0,9.17,clear sky
442,fairbanks,US,64.8378,-147.7164,54.09,90,1,3.44,clear sky
443,araure,VE,9.5601,-69.2148,80.15,81,84,4.52,broken clouds
444,kalmar,SE,56.6616,16.3616,65.97,87,93,9.22,overcast clouds
445,magadan,RU,59.5667,150.8,53.26,82,57,3.27,broken clouds
446,champerico,GT,14.3,-91.9167,90.77,71,72,9.53,broken clouds
447,chupa,RU,66.27,33.0549,61.09,89,71,4.81,broken clouds
448,san carlos de bariloche,AR,-41.1456,-71.3082,46.15,36,0,2.3,clear sky
449,prince albert,CA,53.2001,-105.7677,69.75,60,75,20.71,broken clouds
450,leshukonskoye,RU,64.8989,45.7622,60.98,73,57,5.03,broken clouds
451,tucuma,BR,-0.1833,-50.05,88.21,57,42,7.14,scattered clouds
452,alekseyevsk,RU,57.8406,108.3492,55.02,82,59,2.3,broken clouds
453,meadow lake,US,34.8014,-106.5436,84.85,39,100,13.29,overcast clouds
454,igarka,RU,67.4667,86.5833,46.24,78,83,12.03,broken clouds
455,kapoeta,SS,4.7717,33.5903,74.59,77,72,2.91,broken clouds
456,luan,CH,46.3592,6.9759,73.17,68,1,0.56,clear sky
457,carutapera,BR,-1.195,-46.02,80.17,82,31,10.25,scattered clouds
458,ozernovskiy,RU,51.5,156.5167,51.48,82,0,2.42,clear sky
459,challans,FR,46.8436,-1.8749,74.32,75,41,4.0,scattered clouds
460,minsk,BY,53.9,27.5667,67.75,70,78,4.45,broken clouds
461,presidencia roque saenz pena,AR,-26.7852,-60.4388,64.89,39,76,7.49,broken clouds
462,mariana,BR,-20.3778,-43.4161,82.98,27,25,2.59,scattered clouds
463,opuwo,NA,-18.0607,13.84,72.12,15,1,6.15,clear sky
464,soe,ID,-9.8607,124.284,62.51,93,70,4.38,broken clouds
465,leningradskiy,RU,69.3833,178.4167,34.77,93,98,13.58,overcast clouds
466,lorengau,PG,-2.0226,147.2712,80.53,78,87,4.59,overcast clouds
467,nome,US,64.5011,-165.4064,48.27,82,90,4.61,overcast clouds
468,zhurivka,UA,50.5028,31.7849,78.78,62,83,8.52,broken clouds
469,ahuimanu,US,21.4447,-157.8378,78.51,76,75,6.91,broken clouds
470,la palma,US,33.8464,-118.0467,92.66,69,20,1.99,haze
471,comodoro rivadavia,AR,-45.8667,-67.5,53.46,40,20,12.66,few clouds
472,faya,SA,18.3851,42.4509,73.51,62,98,3.98,overcast clouds
473,kyshtovka,RU,56.555,76.6271,59.09,97,100,8.97,light rain
474,kez,RU,57.8979,53.7152,55.06,88,11,5.3,few clouds
475,santa cruz,BO,-17.8,-63.1667,72.86,35,75,17.27,broken clouds
476,hannibal,US,39.7084,-91.3585,89.71,58,90,13.8,overcast clouds
477,egvekinot,RU,66.3167,-179.1667,46.87,66,36,2.73,scattered clouds
478,san patricio,US,28.017,-97.5169,95.09,45,0,16.06,clear sky
479,torremolinos,ES,36.6204,-4.4998,85.21,65,0,9.22,clear sky
480,hayden,US,47.766,-116.7866,75.97,46,1,9.22,clear sky
481,auki,SB,-8.7676,160.7034,76.23,89,12,4.72,few clouds
482,aklavik,CA,68.2191,-135.0107,48.92,81,75,13.8,light intensity shower rain
483,aktau,KZ,43.65,51.2,86.58,36,25,5.77,scattered clouds
484,uige,AO,-7.6087,15.0613,78.91,41,35,4.16,scattered clouds
485,fukue,JP,32.6881,128.8419,79.03,75,81,6.22,broken clouds
486,ixtapa,MX,20.7,-105.2,86.23,70,75,3.44,broken clouds
487,anadyr,RU,64.75,177.4833,39.7,93,0,4.47,clear sky
488,chapais,CA,49.7834,-74.8492,73.18,96,100,2.3,overcast clouds
489,sidi ali,DZ,36.0998,0.4206,83.26,64,66,8.39,broken clouds
490,alofi,NU,-19.0595,-169.9187,71.49,100,100,11.5,light rain
491,arenapolis,BR,-14.4503,-56.8461,100.62,17,6,2.17,clear sky
492,thames,NZ,-37.1333,175.5333,52.09,93,42,2.28,light rain
493,ilheus,BR,-14.7889,-39.0494,78.62,73,0,8.05,clear sky
494,xichang,CN,27.8964,102.2634,68.9,92,100,1.95,overcast clouds
495,ballangen,NO,68.3428,16.8315,65.19,82,75,6.91,light rain
496,sorland,NO,67.667,12.6934,55.26,96,100,6.49,overcast clouds
497,tabou,CI,4.423,-7.3528,78.96,76,17,10.47,few clouds
498,nador,MA,35.174,-2.9287,80.67,94,75,6.91,broken clouds
499,port-gentil,GA,-0.7193,8.7815,78.76,78,40,11.5,scattered clouds
500,pingxiang,CN,27.6167,113.85,77.99,95,100,2.53,moderate rain
501,chara,RU,56.9064,118.2631,54.95,88,89,0.76,overcast clouds
502,madaoua,NE,14.073,5.96,88.02,49,85,10.04,overcast clouds
503,kalabo,ZM,-14.97,22.6814,69.51,13,1,5.23,clear sky
504,farah,AF,32.5,62.5,84.2,11,0,5.77,clear sky
505,san juan,AR,-31.5375,-68.5364,59.85,31,0,6.42,clear sky
506,saint-pierre,RE,-21.3393,55.4781,73.08,82,75,9.22,light rain
507,manokwari,ID,-0.8667,134.0833,77.65,76,100,4.29,overcast clouds
508,burns lake,CA,54.2331,-125.7533,56.62,53,100,7.63,overcast clouds
509,komsomolskiy,UZ,40.4272,71.7189,79.52,38,0,4.61,clear sky
510,rodino,RU,52.5,80.25,59.72,95,92,0.4,light rain
511,woodward,US,36.4337,-99.3904,92.43,43,1,16.11,clear sky
512,ust-ishim,RU,57.6935,71.1665,57.47,96,100,8.25,light rain
513,deputatskiy,RU,69.3,139.9,55.2,67,68,3.58,broken clouds
514,antanifotsy,MG,-19.65,47.3167,51.66,96,8,2.37,clear sky
515,te anau,NZ,-45.4167,167.7167,42.44,94,83,3.51,broken clouds
516,urumqi,CN,43.801,87.6005,72.55,43,0,8.95,clear sky
517,douglas,US,41.3,-96.167,92.14,69,1,1.99,clear sky
518,mpika,ZM,-11.8343,31.4529,61.14,23,0,6.11,clear sky
519,riverton,US,40.5219,-111.9391,88.29,32,1,4.0,clear sky
520,upata,VE,8.0086,-62.3989,84.15,68,71,4.83,broken clouds
521,margate,GB,51.3813,1.3862,73.26,61,15,1.99,few clouds
522,lazaro cardenas,MX,17.9583,-102.2,84.43,69,85,4.47,overcast clouds
523,port hardy,CA,50.6996,-127.4199,60.98,88,75,5.75,broken clouds
524,raudeberg,NO,61.9875,5.1352,65.98,83,74,1.9,broken clouds
525,tutoia,BR,-2.7619,-42.2744,89.58,65,34,11.86,scattered clouds
526,along,IN,28.1667,94.7667,76.51,100,100,1.1,overcast clouds
527,saint-augustin,CA,51.226,-58.6502,73.53,64,97,16.04,overcast clouds
528,datong,CN,40.0936,113.2914,67.66,38,75,5.46,broken clouds
529,mogadishu,SO,2.0371,45.3438,76.08,82,55,15.93,broken clouds
530,brae,GB,60.3964,-1.353,55.31,88,96,9.33,overcast clouds
531,harper,LR,4.375,-7.7169,79.23,74,15,10.18,few clouds
532,onega,RU,63.9061,38.1404,63.12,91,99,5.95,overcast clouds
533,ust-nera,RU,64.5667,143.2,61.75,56,23,6.06,few clouds
534,mananara,MG,-16.1667,49.7667,65.55,93,7,3.67,clear sky
535,ngunguru,NZ,-35.6167,174.5,45.16,88,16,8.08,few clouds
536,caala,AO,-12.8525,15.5606,66.49,15,2,0.63,clear sky
537,grenaa,DK,56.4158,10.8783,62.94,81,94,1.01,overcast clouds
538,dzemul,MX,21.2,-89.3,87.87,40,3,9.48,clear sky
539,kainantu,PG,-6.2887,145.8655,57.49,97,89,2.04,overcast clouds
540,shenzhen,CN,22.5455,114.0683,86.22,89,100,4.72,overcast clouds
541,great falls,US,47.5002,-111.3008,76.93,34,1,26.46,clear sky
542,nanakuli,US,21.3906,-158.1547,78.75,73,1,3.44,clear sky
543,petropavlovka,RU,50.6114,105.3196,58.24,87,100,3.76,overcast clouds
544,shache,CN,38.4167,77.2406,82.18,19,41,8.84,scattered clouds
545,marhaura,IN,25.9667,84.8667,80.53,81,100,3.89,overcast clouds
546,jiexiu,CN,37.0244,111.9125,72.7,58,43,2.86,scattered clouds
547,beloha,MG,-25.1667,45.05,63.54,64,2,5.75,clear sky
548,changping,CN,40.2186,116.2197,76.64,81,36,5.46,scattered clouds
549,san luis rio colorado,MX,32.4631,-114.7767,96.39,35,59,14.29,broken clouds
550,quesnel,CA,52.9999,-122.5029,63.1,67,90,0.0,overcast clouds
551,echirolles,FR,45.1333,5.7167,86.43,66,26,3.11,scattered clouds
552,melong,CM,5.1218,9.9614,67.6,98,88,1.39,light rain
553,maubin,MM,16.7333,95.65,80.76,88,100,5.21,overcast clouds
554,havelock,US,34.8791,-76.9013,90.99,70,40,5.01,scattered clouds
555,grand junction,US,39.0639,-108.5507,89.2,19,1,1.01,haze
556,bima,ID,-8.4667,118.7167,71.98,92,21,3.98,few clouds
557,mizan teferi,ET,6.9833,35.5833,60.44,97,87,1.77,overcast clouds
558,hualmay,PE,-11.0964,-77.6139,68.04,66,20,10.54,few clouds
559,udachnyy,RU,66.4167,112.4,57.92,87,94,5.91,light rain
560,shenkursk,RU,62.1091,42.896,63.81,88,74,5.77,broken clouds
561,umuarama,BR,-23.7664,-53.325,80.69,39,28,13.67,scattered clouds
562,sapernoye,RU,60.7167,29.9505,60.55,76,100,3.4,overcast clouds
563,jerantut,MY,3.936,102.3626,74.39,97,94,0.6,overcast clouds
564,mushie,CD,-3.0167,16.9,87.64,35,21,4.07,few clouds
565,soure,BR,-0.7167,-48.5233,85.66,62,21,10.13,few clouds
566,la roda,ES,39.2167,-2.15,90.0,36,67,26.8,broken clouds
567,husavik,IS,66.0449,-17.3389,69.71,50,92,4.63,overcast clouds
568,konevo,RU,62.1215,39.3192,64.76,92,100,2.01,overcast clouds
569,lashio,MM,22.9333,97.75,69.82,99,100,0.83,overcast clouds
570,tamandare,BR,-8.7597,-35.1047,78.53,76,23,10.36,few clouds
571,gravdal,NO,68.1214,13.5031,60.48,97,100,8.63,overcast clouds
572,bardiyah,LY,31.7561,25.0865,81.7,77,0,16.78,clear sky
573,dong hoi,VN,17.4833,106.6,84.06,75,100,5.57,moderate rain
574,healesville,AU,-37.65,145.5167,62.51,51,44,1.01,light rain
575,nemuro,JP,43.3236,145.575,57.78,85,100,35.43,overcast clouds
576,kenai,US,60.5544,-151.2583,56.03,87,40,6.91,light rain
577,east brainerd,US,34.9959,-85.1502,92.26,65,40,1.01,scattered clouds
578,vila,PT,42.0304,-8.1588,77.7,49,0,5.21,clear sky
579,andenes,NO,69.3143,16.1194,58.98,88,75,9.22,broken clouds
580,sao joao da barra,BR,-21.6403,-41.0511,80.69,73,11,15.46,few clouds
581,abnub,EG,27.2696,31.1511,91.62,20,0,11.68,clear sky
582,tukrah,LY,32.5341,20.5791,82.02,77,0,7.9,clear sky
583,sistranda,NO,63.7256,8.834,57.9,86,56,6.73,broken clouds
584,dicabisagan,PH,17.0818,122.4157,78.21,87,77,2.91,moderate rain
585,belyy yar,RU,53.6039,91.3903,67.89,77,0,0.0,light rain
586,narasannapeta,IN,18.4167,84.05,84.69,78,63,4.68,broken clouds
587,broome,US,42.2506,-75.833,85.19,73,75,4.0,broken clouds
588,murud,IN,18.3258,72.965,79.99,84,99,4.94,overcast clouds
589,cairns,AU,-16.9167,145.7667,69.75,89,35,9.22,scattered clouds
590,tuy hoa,VN,13.0833,109.3,79.57,86,92,5.19,overcast clouds
591,nishihara,JP,26.1842,127.7558,81.68,95,75,12.66,broken clouds
592,kiruna,SE,67.8557,20.2251,59.92,77,90,2.3,overcast clouds
593,guanagazapa,GT,14.2253,-90.6433,88.75,54,63,6.02,broken clouds
594,kiunga,PG,-6.1219,141.2906,72.72,100,100,1.95,heavy intensity rain
595,ust-maya,RU,60.4167,134.5333,54.84,63,35,2.77,scattered clouds
596,souillac,MU,-20.5167,57.5167,70.36,100,75,2.3,light rain
597,tiruchchendur,IN,8.4833,78.1167,83.57,69,88,11.18,overcast clouds
598,aswan,EG,24.0934,32.907,103.3,16,0,11.5,clear sky
599,haimen,CN,23.1935,116.6142,80.49,92,100,5.99,overcast clouds
600,hay river,CA,60.8156,-115.7999,55.38,82,75,18.41,broken clouds
601,tatarbunary,UA,45.8373,29.6142,79.18,46,0,9.31,clear sky
602,agirish,RU,61.9247,63.0231,54.37,77,7,5.55,clear sky
603,allada,BJ,6.6655,2.1514,77.76,85,94,7.99,light rain
604,balabac,PH,7.9868,117.0645,82.06,79,100,11.05,overcast clouds
605,marsh harbour,BS,26.5412,-77.0636,84.6,67,6,11.48,clear sky
606,cicero dantas,BR,-10.6,-38.3833,82.42,42,27,12.57,scattered clouds
607,qaqortoq,GL,60.7167,-46.0333,63.1,49,51,3.58,broken clouds
608,stokmarknes,NO,68.5646,14.9108,60.76,94,75,6.91,broken clouds
609,cap malheureux,MU,-19.9842,57.6142,70.47,87,6,3.0,light rain
610,kassala,SD,15.451,36.4,88.11,56,59,11.95,broken clouds
611,kaeo,NZ,-35.1,173.7833,45.32,93,12,4.68,few clouds
612,ciudad bolivar,VE,8.1222,-63.5497,90.21,55,72,4.25,broken clouds
613,kazachinskoye,RU,57.6953,93.2761,64.04,70,88,3.42,overcast clouds
614,dhidhdhoo,MV,6.8833,73.1,82.87,75,100,17.25,overcast clouds
615,behbahan,IR,30.5959,50.2417,105.12,9,35,15.75,scattered clouds
616,parauna,BR,-16.9478,-50.4486,89.01,19,44,3.69,scattered clouds
617,shubarkuduk,KZ,49.1447,56.4872,83.12,32,96,3.49,overcast clouds
618,xingcheng,CN,40.6167,120.7167,67.33,89,44,8.84,scattered clouds
619,dawei,MM,14.0833,98.2,78.8,91,100,2.44,heavy intensity rain
620,miandrivazo,MG,-19.5167,45.4667,70.12,42,0,3.11,clear sky
621,aleksandrov gay,RU,50.147,48.5704,85.28,26,60,11.77,broken clouds
622,payson,US,40.0444,-111.7321,87.51,33,1,0.0,haze
623,vestmannaeyjar,IS,63.4427,-20.2734,54.59,87,20,19.57,few clouds
624,agadez,NE,19.75,10.25,99.66,9,6,9.91,clear sky
625,mareeba,AU,-17.0,145.4333,65.12,91,56,2.64,broken clouds
626,kargasok,RU,59.0556,80.8572,66.9,65,96,6.87,overcast clouds
627,corabia,RO,43.7833,24.5,93.78,27,38,4.97,scattered clouds
628,lata,PT,40.1629,-8.3327,90.05,44,0,8.08,clear sky
629,panzhihua,CN,26.5851,101.7128,72.14,93,100,1.5,light rain
630,tura,IN,25.5198,90.2201,75.65,96,99,5.95,overcast clouds
631,masuguru,TZ,-11.3667,38.4167,79.54,39,40,9.51,scattered clouds
632,morant bay,JM,17.8815,-76.4093,89.62,62,9,13.02,clear sky
633,orlik,RU,52.5178,99.825,52.2,82,32,0.49,scattered clouds
634,gat,IL,31.61,34.7642,84.4,67,0,7.29,clear sky
635,parsabad,IR,39.6482,47.9174,88.12,51,75,4.61,broken clouds
636,igrim,RU,63.1906,64.4162,55.54,75,7,4.99,clear sky
637,muravlenko,RU,63.7898,74.523,54.18,66,86,13.8,overcast clouds
638,mollendo,PE,-17.0231,-72.0147,64.11,68,65,8.9,broken clouds
639,coahuayana,MX,18.7333,-103.6833,87.28,61,100,5.23,overcast clouds
640,tamala,RU,52.541,43.2515,74.88,44,100,9.06,overcast clouds
641,payo,ID,-3.7508,103.6372,73.99,91,83,3.02,broken clouds
642,liberal,US,37.0431,-100.921,96.03,38,1,18.41,clear sky
643,college,US,64.8569,-147.8028,54.09,91,75,0.0,broken clouds
644,ulladulla,AU,-35.35,150.4667,54.88,70,0,9.08,clear sky
645,krasnoyarka,RU,55.3333,73.1167,66.15,96,89,9.84,light rain
646,abu kamal,SY,34.4506,40.9171,94.71,20,0,8.52,clear sky
647,santarem,BR,-2.4431,-54.7083,89.73,62,20,9.22,few clouds
648,mutis,CO,6.2262,-77.4044,76.96,94,100,11.3,moderate rain
649,matay,EG,28.419,30.7792,93.56,21,0,8.5,clear sky
650,mao,ES,39.8885,4.2658,81.16,74,20,23.02,few clouds
651,sao jose da coroa grande,BR,-8.8978,-35.1478,78.13,78,24,10.76,few clouds
652,urucui,BR,-7.2294,-44.5561,99.1,24,2,7.49,clear sky
653,danjiangkou,CN,32.5428,111.5086,82.04,90,100,2.57,light rain
654,araouane,ML,18.9048,-3.5265,103.42,23,84,6.33,broken clouds
655,port hawkesbury,CA,45.6169,-61.3485,78.01,76,40,5.01,scattered clouds
656,itarema,BR,-2.9248,-39.9167,86.05,61,16,18.99,few clouds
657,brumunddal,NO,60.881,10.9395,70.27,68,56,1.36,broken clouds
658,ejura,GH,7.3856,-1.3562,76.42,85,92,3.62,light rain
659,adilabad,IN,19.6667,78.5333,80.02,79,100,4.45,overcast clouds
660,nowa sol,PL,51.8033,15.717,71.47,65,35,5.14,scattered clouds
661,macapa,BR,0.0389,-51.0664,91.38,62,75,8.05,moderate rain
662,atlantic city,US,39.3643,-74.4229,91.15,69,1,12.66,clear sky
663,prudentopolis,BR,-25.2131,-50.9778,80.2,30,22,7.63,few clouds
664,plouzane,FR,48.3833,-4.6167,66.52,63,0,6.91,clear sky
665,grants pass,US,42.439,-123.3284,75.88,45,1,0.0,haze
666,kifri,IQ,34.6959,44.9661,97.16,18,0,8.81,clear sky
667,dukat,RU,62.55,155.55,50.18,70,56,3.53,broken clouds
668,chitral,PK,35.8462,71.7858,78.37,61,0,3.29,clear sky
669,cherrapunji,IN,25.3,91.7,63.68,99,85,2.04,overcast clouds
670,luang prabang,LA,19.8856,102.1347,75.24,100,100,0.27,overcast clouds
671,mitsamiouli,KM,-11.3847,43.2844,77.0,66,34,7.9,scattered clouds
672,namatanai,PG,-3.6667,152.4333,78.22,81,13,6.24,few clouds
673,twentynine palms,US,34.1356,-116.0542,96.06,38,5,4.0,clear sky
674,mora,CM,11.0461,14.1401,80.17,69,85,7.96,light rain
675,hit,IQ,33.6416,42.8251,96.87,17,0,8.21,clear sky
676,ishigaki,JP,24.3448,124.1572,82.78,82,93,10.89,overcast clouds
677,darnah,LY,32.767,22.6367,81.59,76,0,16.26,clear sky
678,bay roberts,CA,47.5999,-53.2648,73.65,63,54,8.01,broken clouds
679,yar-sale,RU,66.8333,70.8333,50.49,76,10,9.62,clear sky
680,tiznit,MA,29.5833,-9.5,67.01,72,30,8.7,scattered clouds
681,poya,NC,-21.35,165.15,59.97,71,20,5.03,few clouds
682,ryotsu,JP,38.0833,138.4333,73.45,83,44,6.44,scattered clouds
683,nioki,CD,-2.7167,17.6833,88.72,32,72,2.37,broken clouds
684,alyth,GB,56.6221,-3.2301,65.41,92,82,3.0,light rain
685,ust-kut,RU,56.7938,105.7672,54.91,66,50,2.26,scattered clouds
686,axim,GH,4.8699,-2.2405,78.22,78,24,8.55,few clouds
687,luorong,CN,24.4058,109.6086,79.12,93,100,3.02,moderate rain
688,jalu,LY,29.0331,21.5482,98.22,16,0,10.02,clear sky
